response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_3028,61.9,0.217,-3.5,Form C
relationship_response_3029,24.4,0.174,-17.5,Form A
relationship_response_3030,28.9,0.144,14.9,Form C
relationship_response_3031,54.5,0.295,7.9,Form B
relationship_response_3032,69.8,0.576,14.2,Form C
relationship_response_3033,57.2,0.405,7.3,Form C
relationship_response_3034,52.4,0.674,16.2,Form C
relationship_response_3035,71.6,0.617,18.3,Form A
relationship_response_3036,21.2,0.115,-4.9,Form B
relationship_response_3037,20.9,0.095,13.6,Form B
relationship_response_3038,40.7,0.206,-0.3,Form C
relationship_response_3039,71.5,0.48,22.8,Form B
relationship_response_3040,59.7,0.455,11.7,Form C
relationship_response_3041,54.7,0.175,-1.7,Form C
relationship_response_3042,32.6,0.317,12.2,Form A
relationship_response_3043,68.4,0.688,16.5,Form C
relationship_response_3044,80.4,0.506,28.9,Form A
relationship_response_3045,9.4,0.203,-7.1,Form B
relationship_response_3046,46.3,0.39,-6.9,Form A
relationship_response_3047,50.8,0.591,18.1,Form B
relationship_response_3048,55.8,0.285,9.5,Form B
relationship_response_3049,10,0.281,-3.6,Form C
relationship_response_3050,64.8,0.543,16.9,Form A
relationship_response_3051,83,0.372,37.1,Form A
relationship_response_3052,51.2,0.33,-0.5,Form A
relationship_response_3053,64.6,0.581,41.5,Form B
relationship_response_3054,7.2,0.214,2.1,Form C
relationship_response_3055,79,0.821,20,Form A
relationship_response_3056,51,0.552,3.3,Form A
relationship_response_3057,25,0.144,-5.4,Form A
relationship_response_3058,49.9,0.516,6.6,Form B
relationship_response_3059,83.1,0.665,42.2,Form B
relationship_response_3060,74.6,0.566,29.3,Form A
relationship_response_3061,63.7,0.506,16.7,Form A
relationship_response_3062,43.8,0.434,0.6,Form B
relationship_response_3063,30.3,0.364,1.7,Form B
relationship_response_3064,59.6,0.345,19.4,Form C
relationship_response_3065,65.3,0.243,22.5,Form A
relationship_response_3066,32.1,0.093,-6.8,Form C
relationship_response_3067,27.5,0.307,6.1,Form B
relationship_response_3068,83.1,0.619,20.2,Form B
relationship_response_3069,74.5,0.595,26.1,Form A
relationship_response_3070,36.5,0.388,0.4,Form C
relationship_response_3071,67.3,0.653,22.7,Form A
relationship_response_3072,70.9,0.924,35.2,Form C
relationship_response_3073,78.6,0.657,31.5,Form C
relationship_response_3074,43.8,0.36,21.2,Form B
relationship_response_3075,75.1,0.72,22.6,Form A
relationship_response_3076,58.1,0.831,11.1,Form B
relationship_response_3077,63.5,0.609,10.8,Form B
relationship_response_3078,57.7,0.323,-4.2,Form C
relationship_response_3079,61,0.126,11.2,Form C
relationship_response_3080,44.3,0.344,13.5,Form B
relationship_response_3081,63.2,0.637,19.1,Form C
relationship_response_3082,19.7,0.087,-3.6,Form B
relationship_response_3083,77.5,0.534,30.4,Form B
relationship_response_3084,70.2,0.555,18.3,Form B
relationship_response_3085,58,0.341,-7.4,Form C
relationship_response_3086,44.9,0.611,3.1,Form C
relationship_response_3087,73.3,0.499,17.1,Form A
relationship_response_3088,72.2,0.787,16,Form C
relationship_response_3089,69.6,0.218,19.4,Form A
relationship_response_3090,67.8,0.484,18.7,Form C
relationship_response_3091,80.8,0.778,40.2,Form C
relationship_response_3092,75.8,0.438,28.9,Form A
relationship_response_3093,68.3,0.856,15.1,Form A
relationship_response_3094,60.7,0.331,16.7,Form B
relationship_response_3095,64.4,0.712,11.6,Form B
relationship_response_3096,54,0.274,-0.2,Form B
relationship_response_3097,24.4,0.152,11.2,Form B
relationship_response_3098,11.2,0.015,-0.3,Form C
relationship_response_3099,38,0.442,7.4,Form C
relationship_response_3100,25.9,0.111,5.1,Form A
relationship_response_3101,66.6,0.444,23.9,Form C
relationship_response_3102,54.8,0.598,14.7,Form A
relationship_response_3103,34,0.231,14.9,Form B
relationship_response_3104,54.4,0.33,24.2,Form A
relationship_response_3105,6.8,0.118,10.2,Form B
relationship_response_3106,27.2,0.125,1.2,Form B
relationship_response_3107,33.2,0.28,-17,Form C
relationship_response_3108,51.4,0.412,-9.6,Form A
relationship_response_3109,25.4,0.216,-3.4,Form C
relationship_response_3110,70.3,0.639,7.9,Form C
relationship_response_3111,44.1,0.413,-11.1,Form A
relationship_response_3112,93.2,0.692,36.4,Form C
relationship_response_3113,55.1,0.564,5.8,Form B
relationship_response_3114,23.3,0.24,0.8,Form C
relationship_response_3115,36.9,0.503,4.6,Form C
relationship_response_3116,1.4,0.184,-7.7,Form B
relationship_response_3117,52,0.352,22.8,Form B
relationship_response_3118,22.3,0.161,-11.6,Form A
relationship_response_3119,42,0.556,3.2,Form C
relationship_response_3120,62.9,0.699,15,Form A
relationship_response_3121,55.3,0.597,7.5,Form A
relationship_response_3122,80.1,0.771,27.3,Form B
relationship_response_3123,72.2,0.623,12.8,Form B
relationship_response_3124,45.2,0.167,10.4,Form C
relationship_response_3125,46.3,0.516,13.6,Form A
relationship_response_3126,21.6,0.032,-18.4,Form C
relationship_response_3127,80.6,0.608,30.5,Form B
relationship_response_3128,52.1,0.149,-5.1,Form A
relationship_response_3129,16.5,0.269,0,Form A
relationship_response_3130,74.4,0.488,23.5,Form B
relationship_response_3131,58.3,0.219,31.2,Form A
relationship_response_3132,61,0.764,25.5,Form C
relationship_response_3133,74.4,0.626,30.7,Form A
relationship_response_3134,80.8,0.702,37,Form A
relationship_response_3135,25.9,0.221,-3.7,Form C
relationship_response_3136,77.1,0.591,19,Form A
relationship_response_3137,50.8,0.343,1.9,Form B
relationship_response_3138,73.3,0.541,5.1,Form B
relationship_response_3139,87.9,0.747,29.6,Form B
relationship_response_3140,14.4,0.126,-11.8,Form B
relationship_response_3141,34,0.327,5.5,Form A
relationship_response_3142,12.2,0.113,0.2,Form C
relationship_response_3143,65.7,0.74,19.9,Form A
relationship_response_3144,70.4,0.647,19,Form C
relationship_response_3145,81.1,0.58,24.1,Form C
relationship_response_3146,83.5,0.814,38.7,Form C
relationship_response_3147,21.3,0.094,-4.6,Form B
relationship_response_3148,72.9,0.682,25.3,Form C
relationship_response_3149,60.2,0.339,24.5,Form C
relationship_response_3150,35.4,0.663,12.6,Form B
relationship_response_3151,32,0.455,-13.5,Form B
relationship_response_3152,54,0.672,14.8,Form C
relationship_response_3153,8.6,0.275,1.6,Form B
relationship_response_3154,74.1,0.287,28,Form A
relationship_response_3155,51,0.235,7.4,Form B
relationship_response_3156,90.7,0.784,43.2,Form C
relationship_response_3157,14.7,0.259,26,Form C
relationship_response_3158,60.2,0.505,9.9,Form B
relationship_response_3159,89.6,0.952,41.4,Form B
relationship_response_3160,10.1,0.214,-22,Form C
relationship_response_3161,64.4,0.791,22.1,Form C
relationship_response_3162,28.2,0.26,-15.2,Form B
relationship_response_3163,35.8,0.201,1.4,Form B
relationship_response_3164,86.1,0.89,32,Form B
relationship_response_3165,43.7,0.208,-11.9,Form C
relationship_response_3166,60.2,0.558,9.6,Form C
relationship_response_3167,30.3,0.102,-3.4,Form A
relationship_response_3168,85.2,0.673,31.6,Form B
relationship_response_3169,69.6,0.353,22.6,Form C
relationship_response_3170,59.7,0.427,21.4,Form C
relationship_response_3171,62.6,0.766,0.4,Form A
relationship_response_3172,76.2,0.359,22.5,Form A
relationship_response_3173,78.4,0.653,23.9,Form B
relationship_response_3174,80.3,0.644,26.8,Form B
relationship_response_3175,37.1,0.231,5.8,Form B
relationship_response_3176,36.4,0.142,14.8,Form B
relationship_response_3177,51.9,0.37,3.4,Form C
relationship_response_3178,49.2,0.331,12.2,Form B
relationship_response_3179,74.4,0.778,11.4,Form B
relationship_response_3180,46.9,0.288,5.3,Form A
relationship_response_3181,59.2,0.593,11.3,Form B
relationship_response_3182,74.9,0.713,26.8,Form B
relationship_response_3183,71.3,0.236,16.3,Form C
relationship_response_3184,67.3,0.788,22.4,Form A
relationship_response_3185,71.3,0.711,15.2,Form C
relationship_response_3186,82.8,0.534,45.8,Form B
relationship_response_3187,61.7,0.839,18.1,Form A
relationship_response_3188,67.5,0.612,16.1,Form A
relationship_response_3189,70.5,0.661,20.4,Form C
relationship_response_3190,88.8,0.88,44.6,Form C
relationship_response_3191,38.1,0.164,-4.9,Form B
relationship_response_3192,73.8,0.602,29.5,Form C
relationship_response_3193,56,0.526,11.9,Form C
relationship_response_3194,77.3,0.618,17.3,Form B
relationship_response_3195,21.4,0.103,-10.4,Form B
relationship_response_3196,89.6,0.464,46,Form B
relationship_response_3197,31.7,0.22,-5.8,Form A
relationship_response_3198,86.3,0.668,17.4,Form C
relationship_response_3199,19.3,0.154,-5,Form A
relationship_response_3200,24.7,0.233,8.1,Form C
relationship_response_3201,58.3,0.3,21.9,Form C
relationship_response_3202,46.8,0.183,8,Form A
relationship_response_3203,49.5,0.669,15.9,Form A
relationship_response_3204,71.7,0.54,20.4,Form A
relationship_response_3205,66.2,0.459,28,Form A
relationship_response_3206,20.7,0.232,-1.1,Form A
relationship_response_3207,90,0.873,47.8,Form A
relationship_response_3208,74.7,0.62,35,Form B
relationship_response_3209,83.6,0.57,22.7,Form B
relationship_response_3210,44.3,0.734,13.1,Form A
relationship_response_3211,68.9,0.646,46.6,Form B
relationship_response_3212,73.2,0.762,23.3,Form A
relationship_response_3213,72.4,0.504,17.7,Form B
relationship_response_3214,61.9,0.848,28.7,Form B
relationship_response_3215,86.4,0.832,25.8,Form C
relationship_response_3216,47.1,0.791,15.8,Form C
relationship_response_3217,50.7,0.885,17.3,Form B
relationship_response_3218,50.8,0.551,19.3,Form A
relationship_response_3219,19.9,0.162,12.2,Form C
relationship_response_3220,21.2,0.209,-1.9,Form C
relationship_response_3221,54.3,0.502,16.7,Form B
relationship_response_3222,53,0.69,33.5,Form A
relationship_response_3223,24.6,0.555,5,Form C
relationship_response_3224,30,0.303,5.3,Form B
relationship_response_3225,58.6,0.611,19.2,Form C
relationship_response_3226,68,0.537,25.9,Form C
relationship_response_3227,80.5,0.583,27.9,Form C
relationship_response_3228,19.8,0.136,19.9,Form B
relationship_response_3229,66.9,0.303,10.6,Form B
relationship_response_3230,42.6,0.531,7.2,Form A
relationship_response_3231,61.5,0.473,12.1,Form B
relationship_response_3232,74.7,0.669,28.5,Form B
relationship_response_3233,53.6,0.553,14.5,Form A
relationship_response_3234,81.8,0.865,41.4,Form B
relationship_response_3235,67.7,0.467,10.7,Form C
relationship_response_3236,76.3,0.723,25.7,Form A
relationship_response_3237,81.6,0.642,31.5,Form A
relationship_response_3238,6.3,0.173,4.1,Form C
relationship_response_3239,82.3,0.916,36.8,Form B
relationship_response_3240,11.5,0.245,14.2,Form B
relationship_response_3241,11,0.071,0,Form A
relationship_response_3242,48.9,0.32,18.1,Form B
relationship_response_3243,52.9,0.259,11.2,Form C
relationship_response_3244,34.6,0.399,10.5,Form B
relationship_response_3245,20.6,0.324,-12.9,Form B
relationship_response_3246,51.7,0.471,16.9,Form B
relationship_response_3247,25.7,0.467,10.6,Form A
relationship_response_3248,70.7,0.466,5.8,Form A
relationship_response_3249,28.5,0.203,11.6,Form C
relationship_response_3250,85,0.645,38.7,Form B
relationship_response_3251,86.4,0.618,24.5,Form A
relationship_response_3252,4.1,0.052,-11.3,Form B
relationship_response_3253,27.5,0.152,10.3,Form A
relationship_response_3254,43,0.259,5.8,Form C
relationship_response_3255,18.3,0.254,-4.1,Form A
relationship_response_3256,56.9,0.518,0.7,Form C
relationship_response_3257,67,0.562,20.2,Form C
relationship_response_3258,64.9,0.596,27.9,Form B
relationship_response_3259,46,0.369,7.3,Form B
relationship_response_3260,22.3,0.527,7.9,Form B
relationship_response_3261,32.1,0.067,-5.4,Form B
relationship_response_3262,67.2,0.46,8.7,Form C
relationship_response_3263,70.5,0.826,27.9,Form C
relationship_response_3264,42.1,0.661,11,Form C
relationship_response_3265,9.7,0.293,-8.6,Form C
relationship_response_3266,60.5,0.542,15.1,Form B
relationship_response_3267,72.2,0.746,32.7,Form C
relationship_response_3268,26.6,0.209,-4.1,Form A
relationship_response_3269,57.8,0.743,16.9,Form C
relationship_response_3270,40.1,0.4,6.9,Form C
relationship_response_3271,11.7,0.343,-6.9,Form A
relationship_response_3272,18,0.21,-1.5,Form A
relationship_response_3273,76.3,0.775,26.2,Form A
relationship_response_3274,40.9,0.223,-8.4,Form C
relationship_response_3275,85.6,0.845,43,Form A
relationship_response_3276,54.1,0.218,5.6,Form C
relationship_response_3277,60,0.649,15.3,Form B
relationship_response_3278,19,0.059,3.1,Form B
relationship_response_3279,12.7,0.309,6.7,Form C
relationship_response_3280,33.2,0.301,-9.2,Form B
relationship_response_3281,69.4,0.643,12,Form A
relationship_response_3282,71.4,0.806,18.8,Form A
relationship_response_3283,78.2,0.763,35.3,Form C
relationship_response_3284,42,0.505,12.4,Form A
relationship_response_3285,43.9,0.259,3.5,Form B
relationship_response_3286,51,0.162,4.7,Form B
relationship_response_3287,78.7,0.741,22.3,Form A
relationship_response_3288,64.5,0.523,22.1,Form A
relationship_response_3289,33,0.112,4.1,Form B
relationship_response_3290,75.5,0.698,42,Form A
relationship_response_3291,87.7,0.614,41.7,Form C
relationship_response_3292,64.7,0.223,12.8,Form B
relationship_response_3293,52.9,0.378,-4.4,Form C
relationship_response_3294,65.9,0.383,10.9,Form A
relationship_response_3295,53.6,0.624,12.8,Form B
relationship_response_3296,7.1,0.058,-22,Form C
relationship_response_3297,44.3,0.337,0.8,Form B
relationship_response_3298,27.9,0.503,-4.4,Form B
relationship_response_3299,37,0.466,0.4,Form C
relationship_response_3300,63,0.565,23.8,Form C
relationship_response_3301,54.5,0.318,12,Form B
relationship_response_3302,57.8,0.368,4.1,Form A
relationship_response_3303,34,0.24,10.1,Form A
relationship_response_3304,72.2,0.738,17,Form A
relationship_response_3305,59.6,0.339,21.9,Form C
relationship_response_3306,52.1,0.401,16.2,Form A
relationship_response_3307,11.1,0.031,-11.8,Form C
relationship_response_3308,57.9,0.562,15.2,Form C
relationship_response_3309,11,0.18,-6.9,Form B
relationship_response_3310,55.3,0.292,15.3,Form A
relationship_response_3311,9,0.092,-0.4,Form B
relationship_response_3312,57.5,0.809,8.5,Form A
relationship_response_3313,57.1,0.358,1.7,Form C
relationship_response_3314,14.2,0.265,1.3,Form A
relationship_response_3315,58.4,0.668,17,Form B
relationship_response_3316,84.4,0.827,31.2,Form A
relationship_response_3317,62,0.251,16.9,Form A
relationship_response_3318,69.8,0.66,35.8,Form C
relationship_response_3319,49.5,0.431,22.7,Form C
relationship_response_3320,43.1,0.547,14.6,Form A
relationship_response_3321,60.5,0.651,12.4,Form C
relationship_response_3322,55.4,0.454,2,Form C
relationship_response_3323,82.7,0.759,33.5,Form B
relationship_response_3324,44.4,0.328,-0.2,Form A
relationship_response_3325,40.5,0.538,-0.1,Form C
relationship_response_3326,72.9,0.808,12.5,Form B
relationship_response_3327,34.6,0.428,6.6,Form C
relationship_response_3328,85,0.868,38,Form B
relationship_response_3329,52.6,0.42,1.2,Form C
relationship_response_3330,87.3,0.688,35.4,Form B
relationship_response_3331,53.3,0.45,14.2,Form C
relationship_response_3332,66,0.666,25.6,Form A
relationship_response_3333,9.6,0.187,-5.2,Form B
relationship_response_3334,24.4,0.112,0.3,Form C
relationship_response_3335,65,0.578,17.4,Form A
relationship_response_3336,53.3,0.403,-0.2,Form B
relationship_response_3337,66.4,0.462,10.2,Form C
relationship_response_3338,51.4,0.144,-19.1,Form A
relationship_response_3339,69.6,0.787,40,Form C
relationship_response_3340,46,0.589,21.3,Form A
relationship_response_3341,52.5,0.48,15.5,Form B
relationship_response_3342,67.6,0.409,31,Form C
relationship_response_3343,81.7,0.558,34.1,Form B
relationship_response_3344,68.3,0.678,20.8,Form B
relationship_response_3345,64.2,0.406,18.5,Form B
relationship_response_3346,80.7,0.768,32.2,Form C
relationship_response_3347,26.9,0.08,7.9,Form C
relationship_response_3348,54.6,0.514,20.3,Form A
relationship_response_3349,68.4,0.431,10.5,Form B
relationship_response_3350,61.2,0.69,25.1,Form C
relationship_response_3351,54.8,0.408,16.7,Form C
relationship_response_3352,61.3,0.378,23.4,Form C
relationship_response_3353,44.7,0.456,15.6,Form B
relationship_response_3354,53.1,0.651,7.4,Form A
relationship_response_3355,66.2,0.268,11.5,Form A
relationship_response_3356,66.6,0.613,13.8,Form C
relationship_response_3357,65.3,0.601,10.6,Form B
relationship_response_3358,81.7,0.855,29,Form C
relationship_response_3359,45.1,0.242,11.2,Form A
relationship_response_3360,75.7,0.781,23.5,Form A
relationship_response_3361,78.2,0.835,32.7,Form C
relationship_response_3362,79.6,0.655,41.9,Form A
relationship_response_3363,53.1,0.404,2.5,Form C
relationship_response_3364,47.2,0.292,2.4,Form A
relationship_response_3365,74.8,0.751,45.2,Form A
relationship_response_3366,69.4,0.629,30.1,Form A
relationship_response_3367,7.2,0.209,-12.2,Form C
relationship_response_3368,84.1,0.654,26.8,Form B
relationship_response_3369,43.2,0.21,22.7,Form C
relationship_response_3370,42.3,0.303,6.9,Form B
relationship_response_3371,51.8,0.54,17,Form B
relationship_response_3372,51.7,0.788,19.4,Form C
relationship_response_3373,48.7,0.343,14.1,Form C
relationship_response_3374,74.1,0.405,35.4,Form B
relationship_response_3375,45.2,0.417,25.4,Form C
relationship_response_3376,61.4,0.285,20.8,Form B
relationship_response_3377,58.8,0.648,20.1,Form A
relationship_response_3378,53.9,0.852,16.1,Form A
relationship_response_3379,64.8,0.62,15.7,Form B
relationship_response_3380,68.5,0.39,22,Form A
relationship_response_3381,24.8,0.055,-6.8,Form A
relationship_response_3382,28.2,0.235,2.6,Form C
relationship_response_3383,46.5,0.711,10.4,Form A
relationship_response_3384,22.2,0.413,1.8,Form C
relationship_response_3385,78.2,0.545,28.6,Form A
relationship_response_3386,35.4,0.348,19.7,Form A
relationship_response_3387,37.7,0.462,5.2,Form A
relationship_response_3388,75.4,0.668,32.5,Form C
relationship_response_3389,79,0.627,30.3,Form B
relationship_response_3390,49.6,0.66,13.4,Form A
relationship_response_3391,85.3,0.395,19.1,Form B
relationship_response_3392,45.4,0.421,2.2,Form C
relationship_response_3393,46,0.55,11.3,Form C
relationship_response_3394,16.1,0.181,-3.6,Form A
relationship_response_3395,85.6,0.767,25.7,Form C
relationship_response_3396,83,0.858,37,Form A
relationship_response_3397,39.1,0.209,-1.2,Form C
relationship_response_3398,66.4,0.65,31.9,Form A
relationship_response_3399,61.4,0.457,18.8,Form B
relationship_response_3400,21.8,0.203,6.8,Form B
relationship_response_3401,83.8,0.931,41.2,Form A
relationship_response_3402,64.2,0.261,19,Form C
relationship_response_3403,72.1,0.406,21.4,Form C
relationship_response_3404,65.5,0.398,17.8,Form C
relationship_response_3405,78,0.726,23.6,Form B
relationship_response_3406,72.8,0.76,12.2,Form B
relationship_response_3407,1.5,0.027,-16.5,Form A
relationship_response_3408,81.6,0.715,34.2,Form B
relationship_response_3409,36.5,0.096,3.2,Form A
relationship_response_3410,70.7,0.721,36.7,Form C
relationship_response_3411,83.2,0.609,26.7,Form A
relationship_response_3412,54.9,0.64,12.3,Form A
relationship_response_3413,33.5,0.294,-5.7,Form C
relationship_response_3414,88.4,0.793,42.4,Form B
relationship_response_3415,30.1,0.438,-10,Form C
relationship_response_3416,52.4,0.187,17.5,Form A
relationship_response_3417,55.2,0.583,9,Form B
relationship_response_3418,32.2,0.378,25.8,Form A
relationship_response_3419,28.9,0.076,-6.7,Form A
relationship_response_3420,33.4,0.191,0.7,Form C
relationship_response_3421,40.3,0.341,-9.5,Form B
relationship_response_3422,49.6,0.337,8.1,Form A
relationship_response_3423,64.2,0.771,22.6,Form C
relationship_response_3424,86.1,0.786,41.2,Form C
relationship_response_3425,38.2,0.509,-0,Form B
relationship_response_3426,56.6,0.209,13.9,Form A
relationship_response_3427,57.6,0.477,-5.1,Form B
relationship_response_3428,86.9,0.861,36.8,Form B
relationship_response_3429,71.3,0.629,24,Form C
relationship_response_3430,59.9,0.065,16.9,Form B
relationship_response_3431,66.2,0.815,14,Form C
relationship_response_3432,79.7,0.797,36.4,Form B
relationship_response_3433,22.9,0.084,-3.6,Form C
relationship_response_3434,69,0.4,21.7,Form C
relationship_response_3435,36.3,0.172,1.9,Form C
relationship_response_3436,65.2,0.41,17,Form B
relationship_response_3437,66.5,0.705,23.5,Form B
relationship_response_3438,61.6,0.533,16.4,Form C
relationship_response_3439,33.3,0.165,-1.6,Form C
relationship_response_3440,34.7,0.416,13.9,Form A
relationship_response_3441,78.1,0.688,39,Form C
relationship_response_3442,66.3,0.886,13,Form C
relationship_response_3443,55,0.595,0.7,Form A
relationship_response_3444,19.4,0.213,-13.7,Form C
relationship_response_3445,89.8,0.739,33.3,Form C
relationship_response_3446,39.5,0.262,15.8,Form C
relationship_response_3447,82.8,0.703,36.9,Form B
relationship_response_3448,75.9,0.674,17.3,Form A
relationship_response_3449,16.4,0.321,-3.2,Form B
relationship_response_3450,54.6,0.326,-0,Form B
relationship_response_3451,55.6,0.258,-3.9,Form A
relationship_response_3452,27.7,0.23,-7.1,Form C
relationship_response_3453,29.5,0.324,12.9,Form A
relationship_response_3454,80.7,0.676,41.1,Form A
relationship_response_3455,32.7,0.165,-6.5,Form B
relationship_response_3456,59.5,0.624,15.2,Form A
relationship_response_3457,38.9,0.426,-0.9,Form C
relationship_response_3458,54.7,0.727,16.3,Form C
relationship_response_3459,24.6,0.382,5.3,Form B
relationship_response_3460,25.7,0.171,0.2,Form B
relationship_response_3461,34.7,0.482,21.9,Form C
relationship_response_3462,76.1,0.805,19.2,Form C
relationship_response_3463,48.1,0.247,17.8,Form B
relationship_response_3464,11.8,0.447,7,Form B
relationship_response_3465,70.6,0.443,20.6,Form A
relationship_response_3466,81.5,0.8,26.8,Form B
relationship_response_3467,68.8,0.598,19.1,Form A
relationship_response_3468,67.6,0.384,24.7,Form B
relationship_response_3469,54.3,0.307,22,Form C
relationship_response_3470,62.5,0.548,18.9,Form A
relationship_response_3471,24.2,0.053,-0.4,Form C
relationship_response_3472,42.6,0.373,3.7,Form A
relationship_response_3473,24.4,0.115,1.7,Form B
relationship_response_3474,24.6,0.405,6.1,Form A
relationship_response_3475,94.9,0.672,33.2,Form A
relationship_response_3476,64.3,0.804,12.4,Form A
relationship_response_3477,82.7,0.685,34.1,Form C
relationship_response_3478,71.8,0.392,15.3,Form B
relationship_response_3479,55,0.695,16.6,Form A
relationship_response_3480,59.4,0.283,1.5,Form A
relationship_response_3481,66.6,0.691,9.4,Form B
relationship_response_3482,31.7,0.17,-6.4,Form B
relationship_response_3483,45.7,0.343,15.1,Form A
relationship_response_3484,72,0.423,20.4,Form B
relationship_response_3485,43.5,0.477,7,Form B
relationship_response_3486,43.7,0.228,2.4,Form B
relationship_response_3487,10.8,0.039,9.4,Form B
relationship_response_3488,90.9,0.63,34.3,Form B
relationship_response_3489,86.7,0.725,29.1,Form C
relationship_response_3490,91.9,0.778,41.2,Form C
relationship_response_3491,70,0.561,14.5,Form A
relationship_response_3492,69.8,0.773,21.5,Form B
relationship_response_3493,69.2,0.753,32.4,Form C
relationship_response_3494,64,0.64,18.3,Form A
relationship_response_3495,19.1,0.147,2.2,Form C
relationship_response_3496,6.6,0.093,-9.2,Form C
relationship_response_3497,36.7,0.472,1,Form A
relationship_response_3498,85.7,0.353,28.4,Form C
relationship_response_3499,44.1,0.182,13.9,Form B
relationship_response_3500,23.8,0.136,-3.5,Form B
relationship_response_3501,42.9,0.797,5.1,Form B
relationship_response_3502,60.6,0.537,20.5,Form A
relationship_response_3503,35.3,0.47,13.2,Form C
relationship_response_3504,71.2,0.345,22.9,Form A
relationship_response_3505,15.5,0.26,-11.8,Form B
relationship_response_3506,53.8,0.089,4.4,Form C
relationship_response_3507,81.6,0.846,32.5,Form A
relationship_response_3508,55.3,0.521,31.5,Form B
relationship_response_3509,29.3,0.204,5.6,Form A
relationship_response_3510,71.8,0.826,35.6,Form C
relationship_response_3511,91.3,0.778,40.3,Form A
relationship_response_3512,57.3,0.158,-6.2,Form C
relationship_response_3513,75,0.802,24,Form B
relationship_response_3514,93.2,0.624,42.9,Form C
relationship_response_3515,40.4,0.184,8.7,Form C
relationship_response_3516,71.7,0.818,9.3,Form C
relationship_response_3517,26.7,0.334,6.4,Form C
relationship_response_3518,76.8,0.378,24.5,Form B
relationship_response_3519,90.8,0.734,43.8,Form B
relationship_response_3520,83.2,0.931,42.8,Form B
relationship_response_3521,87.3,0.881,35.9,Form B
relationship_response_3522,47,0.387,-12,Form B
relationship_response_3523,91.2,0.886,50.7,Form C
relationship_response_3524,88.1,0.849,28.3,Form A
relationship_response_3525,62.8,0.584,14,Form B
relationship_response_3526,64.8,0.621,44.6,Form A
relationship_response_3527,68.2,0.533,21.7,Form A
relationship_response_3528,72.4,0.821,20,Form B
relationship_response_3529,21,0.141,-14.7,Form C
relationship_response_3530,65.3,0.633,28.4,Form A
relationship_response_3531,68.1,0.725,20.9,Form C
relationship_response_3532,90.1,0.513,31.7,Form B
relationship_response_3533,40.2,0.45,-3.4,Form C
relationship_response_3534,60.5,0.656,16.8,Form B
relationship_response_3535,75.3,0.605,32.3,Form A
relationship_response_3536,69.4,0.288,5.7,Form A
relationship_response_3537,74.4,0.397,14.6,Form B
relationship_response_3538,61.9,0.199,-3.9,Form B
relationship_response_3539,76.4,0.709,35.9,Form B
relationship_response_3540,73.8,0.78,15.3,Form B
relationship_response_3541,14.1,0.102,14,Form C
relationship_response_3542,74,0.789,14.8,Form A
relationship_response_3543,41.8,0.292,17.1,Form A
relationship_response_3544,50.6,0.776,24.9,Form C
relationship_response_3545,31.1,0.09,8.5,Form C
relationship_response_3546,45.3,0.313,4.8,Form C
relationship_response_3547,10.9,0.315,8.6,Form A
relationship_response_3548,70.7,0.728,14.1,Form A
relationship_response_3549,55.1,0.406,14.3,Form B
relationship_response_3550,50.4,0.668,6.2,Form B
relationship_response_3551,64,0.824,21.8,Form B
relationship_response_3552,66.2,0.667,23.2,Form B
relationship_response_3553,30.6,0.371,-6.8,Form A
relationship_response_3554,66.1,0.85,18.3,Form C
relationship_response_3555,16.4,0.192,-0.2,Form B
relationship_response_3556,48.6,0.202,14.5,Form C
relationship_response_3557,33,0.297,13.5,Form C
relationship_response_3558,26.2,0.38,5.6,Form B
relationship_response_3559,18.5,0.223,14.9,Form B
relationship_response_3560,15.5,0.132,-6.8,Form C
relationship_response_3561,47.1,0.285,19.7,Form A
relationship_response_3562,61.9,0.835,24.7,Form C
relationship_response_3563,53.3,0.36,16.7,Form C
relationship_response_3564,63.8,0.756,6.8,Form C
relationship_response_3565,80.1,0.878,40.3,Form B
relationship_response_3566,9.1,0.441,-0.1,Form C
relationship_response_3567,37.6,0.33,-3.5,Form A
relationship_response_3568,53.7,0.613,21.5,Form C
relationship_response_3569,70.3,0.819,26.4,Form B
relationship_response_3570,27,0.216,3.9,Form C
relationship_response_3571,80.4,0.847,33,Form B
relationship_response_3572,40.2,0.147,-8.5,Form B
relationship_response_3573,14.3,0.053,2.3,Form B
relationship_response_3574,69.9,0.794,13.2,Form A
relationship_response_3575,63.9,0.593,4,Form C
relationship_response_3576,61.8,0.746,18.8,Form A
relationship_response_3577,54.6,0.627,2.3,Form A
relationship_response_3578,84.8,0.701,37.9,Form A
relationship_response_3579,32.4,0.083,1.7,Form C
relationship_response_3580,63.9,0.86,17.6,Form A
relationship_response_3581,70.4,0.833,24.5,Form B
relationship_response_3582,77.1,0.64,41.9,Form B
relationship_response_3583,51.1,0.194,-3.6,Form A
relationship_response_3584,81.3,0.777,34.9,Form A
relationship_response_3585,78.3,0.599,23.1,Form C
relationship_response_3586,73.7,0.49,17,Form C
relationship_response_3587,52.9,0.248,7.2,Form C
relationship_response_3588,62.3,0.26,-6.3,Form B
relationship_response_3589,80.7,0.875,24.6,Form B
relationship_response_3590,10.5,0.073,-3.2,Form C
relationship_response_3591,31.2,0.138,4.3,Form A
