student_dim_id,sis_user_id,student_label,grade_level,attendance_category,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,boy_assignment_label,eoy_assignment_label,assignment_01_score,assignment_02_score,observed_growth_delta,modeled_assignment_02_growth_delta,posterior_readiness_after_assignment_02,assignment_02_generation_mode,academic_profile_status
1020,SYN-SIS-000357,Synthetic Student 357,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 07,Assignment 08,16.83,27.66,10.830000000000002,10.83,27.0394,school_year_growth_from_latent_readiness,updated_assignment_08
1025,SYN-SIS-000362,Synthetic Student 362,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 07,Assignment 08,89.32,92.02,2.700000000000003,2.7,90.5774,school_year_growth_from_latent_readiness,updated_assignment_08
1031,SYN-SIS-000368,Synthetic Student 368,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,Assignment 07,Assignment 08,28.19,45.09,16.900000000000002,16.9,43.3615,school_year_growth_from_latent_readiness,updated_assignment_08
1032,SYN-SIS-000369,Synthetic Student 369,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,Assignment 08,48.25,51.76,3.509999999999998,3.51,51.3252,school_year_growth_from_latent_readiness,updated_assignment_08
1033,SYN-SIS-000370,Synthetic Student 370,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,Assignment 08,25.71,32.35,6.640000000000001,6.64,32.189,school_year_growth_from_latent_readiness,updated_assignment_08
1034,SYN-SIS-000371,Synthetic Student 371,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,Assignment 07,Assignment 08,50.7,53.98,3.279999999999994,3.28,53.6073,school_year_growth_from_latent_readiness,updated_assignment_08
1036,SYN-SIS-000373,Synthetic Student 373,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,Assignment 08,54.74,67.34,12.600000000000001,12.6,65.3491,school_year_growth_from_latent_readiness,updated_assignment_08
1044,SYN-SIS-000381,Synthetic Student 381,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,Assignment 08,38.89,47.29,8.399999999999999,8.4,46.4403,school_year_growth_from_latent_readiness,updated_assignment_08
1050,SYN-SIS-000387,Synthetic Student 387,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,Assignment 07,Assignment 08,36.94,42.92,5.980000000000004,5.98,42.4948,school_year_growth_from_latent_readiness,updated_assignment_08
1059,SYN-SIS-000396,Synthetic Student 396,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 07,Assignment 08,0.0,75.65,,0.44,74.5236,school_year_growth_from_latent_readiness,updated_assignment_08
1064,SYN-SIS-000401,Synthetic Student 401,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,Assignment 07,Assignment 08,46.22,43.55,-2.6700000000000017,-2.67,44.2167,school_year_growth_from_latent_readiness,updated_assignment_08
1066,SYN-SIS-000403,Synthetic Student 403,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,Assignment 07,Assignment 08,75.57,79.23,3.660000000000011,3.66,78.0086,school_year_growth_from_latent_readiness,updated_assignment_08
1271,SYN-SIS-000410,Synthetic Student 410,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,Assignment 10,84.1,86.32,2.219999999999999,2.22,85.1818,school_year_growth_from_latent_readiness,updated_assignment_10
1273,SYN-SIS-000412,Synthetic Student 412,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,Assignment 10,42.44,47.04,4.600000000000001,4.6,46.5511,school_year_growth_from_latent_readiness,updated_assignment_10
1277,SYN-SIS-000416,Synthetic Student 416,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,40.17,42.93,2.759999999999998,2.76,42.7625,school_year_growth_from_latent_readiness,updated_assignment_10
1285,SYN-SIS-000424,Synthetic Student 424,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,63.73,72.05,8.32,8.32,70.5705,school_year_growth_from_latent_readiness,updated_assignment_10
1286,SYN-SIS-000425,Synthetic Student 425,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,Assignment 10,36.6,46.87,10.269999999999996,10.27,45.7268,school_year_growth_from_latent_readiness,updated_assignment_10
1299,SYN-SIS-000438,Synthetic Student 438,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,39.73,48.31,8.580000000000005,8.58,47.27,school_year_growth_from_latent_readiness,updated_assignment_10
1300,SYN-SIS-000439,Synthetic Student 439,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,Assignment 10,43.48,44.59,1.1100000000000065,1.11,44.6408,school_year_growth_from_latent_readiness,updated_assignment_10
1311,SYN-SIS-000450,Synthetic Student 450,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,45.63,55.94,10.309999999999995,10.31,54.6586,school_year_growth_from_latent_readiness,updated_assignment_10
1314,SYN-SIS-000453,Synthetic Student 453,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,Assignment 10,22.12,38.88,16.76,16.76,37.1731,school_year_growth_from_latent_readiness,updated_assignment_10
1316,SYN-SIS-000455,Synthetic Student 455,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,Assignment 10,58.09,57.67,-0.4200000000000017,-0.42,57.6031,school_year_growth_from_latent_readiness,updated_assignment_10
1317,SYN-SIS-000456,Synthetic Student 456,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,46.29,61.16,14.869999999999997,14.87,59.0655,school_year_growth_from_latent_readiness,updated_assignment_10
1323,SYN-SIS-000462,Synthetic Student 462,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,AP Precalculus - Synthetic Section 05-14,TCH-004,Teacher 04,Assignment 09,Assignment 10,61.2,66.77,5.569999999999993,5.57,65.6387,school_year_growth_from_latent_readiness,updated_assignment_10
1324,SYN-SIS-000463,Synthetic Student 463,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,Assignment 10,46.76,59.01,12.25,12.25,57.3623,school_year_growth_from_latent_readiness,updated_assignment_10
1337,SYN-SIS-000476,Synthetic Student 476,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,Assignment 10,40.23,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1340,SYN-SIS-000479,Synthetic Student 479,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,Assignment 10,45.62,51.61,5.990000000000002,5.99,50.9271,school_year_growth_from_latent_readiness,updated_assignment_10
1582,SYN-SIS-000493,Synthetic Student 493,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 11,Assignment 12,46.71,56.41,9.699999999999996,9.7,55.175,school_year_growth_from_latent_readiness,updated_assignment_12
1583,SYN-SIS-000494,Synthetic Student 494,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,43.99,46.55,2.559999999999995,2.56,46.3656,school_year_growth_from_latent_readiness,updated_assignment_12
1591,SYN-SIS-000502,Synthetic Student 502,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,56.3,56.11,-0.18999999999999773,-0.19,56.0603,school_year_growth_from_latent_readiness,updated_assignment_12
1593,SYN-SIS-000504,Synthetic Student 504,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,Assignment 12,77.91,78.64,0.730000000000004,0.73,77.8692,school_year_growth_from_latent_readiness,updated_assignment_12
1594,SYN-SIS-000505,Synthetic Student 505,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,40.08,53.12,13.04,13.04,51.4857,school_year_growth_from_latent_readiness,updated_assignment_12
1596,SYN-SIS-000507,Synthetic Student 507,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,Assignment 12,18.89,31.45,12.559999999999999,12.56,30.4386,school_year_growth_from_latent_readiness,updated_assignment_12
1606,SYN-SIS-000517,Synthetic Student 517,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,48.31,54.12,5.809999999999995,5.81,53.3827,school_year_growth_from_latent_readiness,updated_assignment_12
1616,SYN-SIS-000527,Synthetic Student 527,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,Assignment 12,80.96,82.56,1.6000000000000085,1.6,81.6528,school_year_growth_from_latent_readiness,updated_assignment_12
1624,SYN-SIS-000535,Synthetic Student 535,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 11,Assignment 12,37.15,46.21,9.060000000000002,9.06,45.277,school_year_growth_from_latent_readiness,updated_assignment_12
1633,SYN-SIS-000544,Synthetic Student 544,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,Assignment 12,35.11,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1640,SYN-SIS-000551,Synthetic Student 551,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,58.94,70.65,11.710000000000008,11.71,68.7059,school_year_growth_from_latent_readiness,updated_assignment_12
1648,SYN-SIS-000559,Synthetic Student 559,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 11,Assignment 12,25.39,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
1649,SYN-SIS-000560,Synthetic Student 560,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,54.96,64.34,9.380000000000003,9.38,62.8741,school_year_growth_from_latent_readiness,updated_assignment_12
1651,SYN-SIS-000562,Synthetic Student 562,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,AP Precalculus - Synthetic Section 06-13,TCH-004,Teacher 04,Assignment 11,Assignment 12,86.08,89.58,3.5,3.5,87.5809,school_year_growth_from_latent_readiness,updated_assignment_12
1657,SYN-SIS-000568,Synthetic Student 568,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,49.56,50.57,1.009999999999998,1.01,50.4605,school_year_growth_from_latent_readiness,updated_assignment_12
1658,SYN-SIS-000569,Synthetic Student 569,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,0.0,58.46,,10.46,56.969,school_year_growth_from_latent_readiness,updated_assignment_12
1660,SYN-SIS-000571,Synthetic Student 571,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,AP Precalculus - Synthetic Section 06-14,TCH-004,Teacher 04,Assignment 11,Assignment 12,26.68,33.49,6.810000000000002,6.81,33.2284,school_year_growth_from_latent_readiness,updated_assignment_12
1663,SYN-SIS-000574,Synthetic Student 574,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-015,AP Precalculus - Synthetic Section 06-15,TCH-004,Teacher 04,Assignment 11,Assignment 12,28.59,37.94,9.349999999999998,9.35,37.2444,school_year_growth_from_latent_readiness,updated_assignment_12
1890,SYN-SIS-000577,Synthetic Student 577,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,Assignment 14,35.2,41.92,6.719999999999999,6.72,41.4351,school_year_growth_from_latent_readiness,updated_assignment_14
1896,SYN-SIS-000583,Synthetic Student 583,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,Assignment 14,47.49,59.17,11.68,11.68,57.5901,school_year_growth_from_latent_readiness,updated_assignment_14
1897,SYN-SIS-000584,Synthetic Student 584,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,Assignment 14,47.04,59.89,12.850000000000001,12.85,58.1634,school_year_growth_from_latent_readiness,updated_assignment_14
1901,SYN-SIS-000588,Synthetic Student 588,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,Assignment 14,55.11,62.75,7.640000000000001,7.64,61.3618,school_year_growth_from_latent_readiness,updated_assignment_14
1902,SYN-SIS-000589,Synthetic Student 589,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,Assignment 14,0.0,78.62,,10.72,76.4646,school_year_growth_from_latent_readiness,updated_assignment_14
1909,SYN-SIS-000596,Synthetic Student 596,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,Assignment 14,21.38,30.9,9.52,9.52,30.3233,school_year_growth_from_latent_readiness,updated_assignment_14
1912,SYN-SIS-000599,Synthetic Student 599,10,at_risk,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,Assignment 14,0.0,48.71,,-2.08,48.9261,school_year_growth_from_latent_readiness,updated_assignment_14
1917,SYN-SIS-000604,Synthetic Student 604,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,Assignment 14,93.06,92.63,-0.4300000000000068,-0.43,91.4785,school_year_growth_from_latent_readiness,updated_assignment_14
1932,SYN-SIS-000619,Synthetic Student 619,10,high,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,Assignment 14,73.46,77.78,4.320000000000007,4.32,76.6266,school_year_growth_from_latent_readiness,updated_assignment_14
1941,SYN-SIS-000628,Synthetic Student 628,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,Assignment 14,85.56,92.87,7.310000000000002,7.31,90.8243,school_year_growth_from_latent_readiness,updated_assignment_14
1942,SYN-SIS-000629,Synthetic Student 629,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,Assignment 14,71.91,78.32,6.409999999999997,6.41,76.7605,school_year_growth_from_latent_readiness,updated_assignment_14
1946,SYN-SIS-000633,Synthetic Student 633,10,normal,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,Assignment 14,59.39,64.01,4.6200000000000045,4.62,63.1865,school_year_growth_from_latent_readiness,updated_assignment_14
301,SYN-SIS-000017,Synthetic Student 017,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,Assignment 04,30.43,42.57,12.14,12.14,41.1651,school_year_growth_from_latent_readiness,updated_assignment_04
18,SYN-SIS-000018,Synthetic Student 018,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,Assignment 02,89.19,95.72,6.530000000000001,6.53,92.8523,school_year_growth_from_latent_readiness,updated_assignment_02
30,SYN-SIS-000030,Synthetic Student 030,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,Assignment 02,74.92,84.53,9.61,9.61,81.8085,school_year_growth_from_latent_readiness,updated_assignment_02
317,SYN-SIS-000035,Synthetic Student 035,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,Assignment 04,21.83,22.74,0.9100000000000001,0.91,23.2501,school_year_growth_from_latent_readiness,updated_assignment_04
324,SYN-SIS-000046,Synthetic Student 046,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 03,Assignment 04,52.92,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
326,SYN-SIS-000050,Synthetic Student 050,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,Assignment 04,30.18,37.1,6.920000000000002,6.92,36.473,school_year_growth_from_latent_readiness,updated_assignment_04
52,SYN-SIS-000052,Synthetic Student 052,10,high,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 01,Assignment 02,56.8,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
63,SYN-SIS-000063,Synthetic Student 063,10,high,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 01,Assignment 02,39.58,49.93,10.350000000000001,10.35,48.6396,school_year_growth_from_latent_readiness,updated_assignment_02
340,SYN-SIS-000065,Synthetic Student 065,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,Assignment 04,0.0,34.39,,1.68,34.3617,school_year_growth_from_latent_readiness,updated_assignment_04
355,SYN-SIS-000081,Synthetic Student 081,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,Assignment 04,94.46,100.0,5.540000000000006,5.54,97.8489,school_year_growth_from_latent_readiness,updated_assignment_04
360,SYN-SIS-000086,Synthetic Student 086,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,Assignment 04,58.0,64.07,6.069999999999993,6.07,62.9052,school_year_growth_from_latent_readiness,updated_assignment_04
370,SYN-SIS-000100,Synthetic Student 100,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,Assignment 04,0.0,32.36,,10.38,31.3468,school_year_growth_from_latent_readiness,updated_assignment_04
110,SYN-SIS-000110,Synthetic Student 110,10,high,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,Assignment 02,73.9,74.23,0.3299999999999983,0.33,72.9932,school_year_growth_from_latent_readiness,updated_assignment_02
378,SYN-SIS-000113,Synthetic Student 113,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,Assignment 04,19.91,26.3,6.390000000000001,6.39,26.0696,school_year_growth_from_latent_readiness,updated_assignment_04
122,SYN-SIS-000122,Synthetic Student 122,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,Assignment 02,29.27,29.42,0.15000000000000213,0.15,30.1633,school_year_growth_from_latent_readiness,updated_assignment_02
128,SYN-SIS-000128,Synthetic Student 128,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,Assignment 02,73.46,69.5,-3.9599999999999937,-3.96,68.9481,school_year_growth_from_latent_readiness,updated_assignment_02
398,SYN-SIS-000142,Synthetic Student 142,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,Assignment 04,32.41,50.69,18.28,18.28,48.3187,school_year_growth_from_latent_readiness,updated_assignment_04
145,SYN-SIS-000145,Synthetic Student 145,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,Assignment 02,13.33,0.0,,,,absent_no_update,observed_readiness_unchanged_absent
165,SYN-SIS-000165,Synthetic Student 165,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,Assignment 01,Assignment 02,39.67,49.68,10.009999999999998,10.01,48.4384,school_year_growth_from_latent_readiness,updated_assignment_02
421,SYN-SIS-000171,Synthetic Student 171,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,Assignment 04,18.96,22.83,3.8699999999999974,3.87,22.9198,school_year_growth_from_latent_readiness,updated_assignment_04
422,SYN-SIS-000172,Synthetic Student 172,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 03,Assignment 04,30.1,41.35,11.25,11.25,40.1488,school_year_growth_from_latent_readiness,updated_assignment_04
188,SYN-SIS-000188,Synthetic Student 188,10,high,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 01,Assignment 02,24.45,35.04,10.59,10.59,34.3742,school_year_growth_from_latent_readiness,updated_assignment_02
198,SYN-SIS-000198,Synthetic Student 198,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,Assignment 01,Assignment 02,19.83,33.91,14.079999999999998,14.08,32.9047,school_year_growth_from_latent_readiness,updated_assignment_02
448,SYN-SIS-000204,Synthetic Student 204,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 03,Assignment 04,44.19,54.43,10.240000000000002,10.24,52.9595,school_year_growth_from_latent_readiness,updated_assignment_04
449,SYN-SIS-000205,Synthetic Student 205,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,Assignment 04,18.32,22.8,4.48,4.48,22.97,school_year_growth_from_latent_readiness,updated_assignment_04
212,SYN-SIS-000212,Synthetic Student 212,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,Assignment 02,0.0,44.47,,,44.8308,first_present_evidence_from_latent,initialized_assignment_02
462,SYN-SIS-000221,Synthetic Student 221,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-005,Geometry - Synthetic Section 02-05,TCH-001,Teacher 01,Assignment 03,Assignment 04,73.51,79.24,5.72999999999999,5.73,77.6382,school_year_growth_from_latent_readiness,updated_assignment_04
465,SYN-SIS-000225,Synthetic Student 225,10,normal,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 03,Assignment 04,53.38,59.72,6.339999999999996,6.34,58.5358,school_year_growth_from_latent_readiness,updated_assignment_04
471,SYN-SIS-000231,Synthetic Student 231,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 03,Assignment 04,35.95,33.29,-2.6600000000000037,-2.66,34.068,school_year_growth_from_latent_readiness,updated_assignment_04
253,SYN-SIS-000253,Synthetic Student 253,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 01,Assignment 02,0.0,60.9,,,58.7113,first_present_evidence_from_latent,initialized_assignment_02
495,SYN-SIS-000263,Synthetic Student 263,10,high,MATH-GEOM,Geometry,regular,Y01-SEC-002,Geometry - Synthetic Section 02-02,TCH-002,Teacher 02,Assignment 03,Assignment 04,11.71,19.41,7.699999999999999,7.7,19.2274,school_year_growth_from_latent_readiness,updated_assignment_04
266,SYN-SIS-000266,Synthetic Student 266,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 01,Assignment 02,56.32,57.48,1.1599999999999966,1.16,56.8834,school_year_growth_from_latent_readiness,updated_assignment_02
267,SYN-SIS-000267,Synthetic Student 267,10,normal,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,Assignment 02,28.86,32.45,3.5900000000000034,3.59,32.6775,school_year_growth_from_latent_readiness,updated_assignment_02
