course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,enrolled_students,present_students,nonparticipation_rate,avg_present_score,min_present_score,max_present_score
MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,Assignment 06,6,end_of_year,12,9,0.25,53.57,19.82,87.91
MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 05,5,beginning_of_year,12,11,0.0833,38.32,21.45,58.95
MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,Assignment 06,6,end_of_year,12,12,0.0,45.58,24.45,60.87
MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 05,5,beginning_of_year,12,12,0.0,35.08,11.38,71.4
MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,Assignment 06,6,end_of_year,12,11,0.0833,40.08,21.17,61.91
MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,14,13,0.0714,45.83,13.08,82.25
MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,Assignment 08,8,end_of_year,14,14,0.0,53.22,26.62,75.34
MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,14,14,0.0,40.28,9.52,67.46
MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,Assignment 08,8,end_of_year,14,12,0.1429,48.67,24.31,71.44
MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 07,7,beginning_of_year,14,14,0.0,44.34,12.84,80.57
MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,Assignment 08,8,end_of_year,14,10,0.2857,49.74,14.44,84.35
MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 07,7,beginning_of_year,13,12,0.0769,36.4,17.32,76.2
MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,Assignment 08,8,end_of_year,13,12,0.0769,41.13,24.01,79.47
MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,13,0.0,41.83,21.39,75.42
MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,12,0.0769,49.68,30.55,80.43
MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,13,0.0,43.69,14.14,73.56
MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,13,0.0,49.97,27.64,80.49
MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,13,12,0.0769,45.23,9.85,88.84
MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 10,10,end_of_year,13,12,0.0769,53.45,16.09,92.61
MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,13,11,0.1538,35.86,25.97,54.77
MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 10,10,end_of_year,13,11,0.1538,43.99,27.91,73.92
MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,13,12,0.0769,43.75,20.56,65.92
MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 10,10,end_of_year,13,12,0.0769,48.38,25.84,71.14
MATH-GEOM,Geometry,regular,Y05-SEC-002,Geometry - Synthetic Section 06-02,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,13,12,0.0769,49.83,27.06,84.82
MATH-GEOM,Geometry,regular,Y05-SEC-002,Geometry - Synthetic Section 06-02,TCH-002,Teacher 02,Assignment 12,12,end_of_year,13,13,0.0,51.4,21.76,88.75
MATH-GEOM,Geometry,regular,Y05-SEC-003,Geometry - Synthetic Section 06-03,TCH-001,Teacher 01,Assignment 11,11,beginning_of_year,13,11,0.1538,44.44,9.02,85.0
MATH-GEOM,Geometry,regular,Y05-SEC-003,Geometry - Synthetic Section 06-03,TCH-001,Teacher 01,Assignment 12,12,end_of_year,13,13,0.0,48.36,21.34,86.03
MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,Assignment 11,11,beginning_of_year,13,13,0.0,42.09,3.88,80.95
MATH-GEOM,Geometry,regular,Y05-SEC-004,Geometry - Synthetic Section 06-04,TCH-002,Teacher 02,Assignment 12,12,end_of_year,13,12,0.0769,49.81,17.89,83.79
MATH-GEOM,Geometry,regular,Y05-SEC-005,Geometry - Synthetic Section 06-05,TCH-001,Teacher 01,Assignment 11,11,beginning_of_year,12,11,0.0833,44.01,21.03,81.62
MATH-GEOM,Geometry,regular,Y05-SEC-005,Geometry - Synthetic Section 06-05,TCH-001,Teacher 01,Assignment 12,12,end_of_year,12,11,0.0833,52.05,34.36,92.97
MATH-GEOM,Geometry,regular,Y06-SEC-002,Geometry - Synthetic Section 07-02,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,12,10,0.1667,40.05,14.17,72.66
MATH-GEOM,Geometry,regular,Y06-SEC-002,Geometry - Synthetic Section 07-02,TCH-002,Teacher 02,Assignment 14,14,end_of_year,12,12,0.0,50.47,22.16,87.31
MATH-GEOM,Geometry,regular,Y06-SEC-003,Geometry - Synthetic Section 07-03,TCH-001,Teacher 01,Assignment 13,13,beginning_of_year,12,10,0.1667,43.44,15.27,93.05
MATH-GEOM,Geometry,regular,Y06-SEC-003,Geometry - Synthetic Section 07-03,TCH-001,Teacher 01,Assignment 14,14,end_of_year,12,11,0.0833,53.21,26.76,88.34
MATH-GEOM,Geometry,regular,Y06-SEC-004,Geometry - Synthetic Section 07-04,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,12,10,0.1667,41.46,6.43,87.59
MATH-GEOM,Geometry,regular,Y06-SEC-004,Geometry - Synthetic Section 07-04,TCH-002,Teacher 02,Assignment 14,14,end_of_year,12,11,0.0833,45.23,10.88,87.93
MATH-GEOM,Geometry,regular,Y06-SEC-005,Geometry - Synthetic Section 07-05,TCH-001,Teacher 01,Assignment 13,13,beginning_of_year,12,11,0.0833,54.13,10.84,84.64
MATH-GEOM,Geometry,regular,Y06-SEC-005,Geometry - Synthetic Section 07-05,TCH-001,Teacher 01,Assignment 14,14,end_of_year,12,12,0.0,56.59,17.61,79.57
MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,8,8,0.0,46.38,11.21,84.66
MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,Assignment 02,2,end_of_year,8,8,0.0,51.35,25.25,82.78
MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,8,8,0.0,58.38,34.33,87.71
MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,Assignment 02,2,end_of_year,8,8,0.0,62.18,33.96,92.31
MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 03,3,beginning_of_year,12,12,0.0,51.08,28.93,94.74
MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,12,12,0.0,56.48,30.64,88.75
MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 03,3,beginning_of_year,12,11,0.0833,52.54,17.79,86.54
MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,12,11,0.0833,55.88,23.35,84.84
MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 03,3,beginning_of_year,11,9,0.1818,42.93,21.91,79.03
MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,11,10,0.0909,53.55,31.75,100.0
MATH-PRECALC,Precalculus,regular,Y02-SEC-014,Precalculus - Synthetic Section 03-14,TCH-003,Teacher 03,Assignment 05,5,beginning_of_year,14,12,0.1429,42.39,24.2,59.92
MATH-PRECALC,Precalculus,regular,Y02-SEC-014,Precalculus - Synthetic Section 03-14,TCH-003,Teacher 03,Assignment 06,6,end_of_year,14,14,0.0,46.72,26.62,66.21
MATH-PRECALC,Precalculus,regular,Y02-SEC-015,Precalculus - Synthetic Section 03-15,TCH-003,Teacher 03,Assignment 05,5,beginning_of_year,13,12,0.0769,30.68,13.9,49.96
MATH-PRECALC,Precalculus,regular,Y02-SEC-015,Precalculus - Synthetic Section 03-15,TCH-003,Teacher 03,Assignment 06,6,end_of_year,13,12,0.0769,38.89,15.29,52.92
MATH-PRECALC,Precalculus,regular,Y02-SEC-016,Precalculus - Synthetic Section 03-16,TCH-004,Teacher 04,Assignment 05,5,beginning_of_year,13,12,0.0769,39.19,18.88,59.3
MATH-PRECALC,Precalculus,regular,Y02-SEC-016,Precalculus - Synthetic Section 03-16,TCH-004,Teacher 04,Assignment 06,6,end_of_year,13,12,0.0769,45.99,30.28,62.8
MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,Assignment 07,7,beginning_of_year,13,13,0.0,40.35,15.46,57.83
MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,Assignment 08,8,end_of_year,13,13,0.0,44.49,26.9,59.22
MATH-PRECALC,Precalculus,regular,Y03-SEC-017,Precalculus - Synthetic Section 04-17,TCH-004,Teacher 04,Assignment 07,7,beginning_of_year,13,12,0.0769,36.41,27.11,47.18
MATH-PRECALC,Precalculus,regular,Y03-SEC-017,Precalculus - Synthetic Section 04-17,TCH-004,Teacher 04,Assignment 08,8,end_of_year,13,13,0.0,43.97,31.82,53.59
MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,Assignment 07,7,beginning_of_year,12,11,0.0833,35.24,20.91,48.68
MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,Assignment 08,8,end_of_year,12,12,0.0,41.65,19.47,52.16
MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,12,12,0.0,37.83,17.13,56.63
MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,Assignment 10,10,end_of_year,12,11,0.0833,45.88,24.16,64.12
MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,11,8,0.2727,38.86,18.99,51.51
MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,Assignment 10,10,end_of_year,11,10,0.0909,45.49,30.12,64.6
MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,11,10,0.0909,41.49,14.27,60.38
MATH-PRECALC,Precalculus,regular,Y04-SEC-019,Precalculus - Synthetic Section 05-19,TCH-003,Teacher 03,Assignment 10,10,end_of_year,11,11,0.0,48.22,18.8,66.39
MATH-PRECALC,Precalculus,regular,Y05-SEC-016,Precalculus - Synthetic Section 06-16,TCH-003,Teacher 03,Assignment 11,11,beginning_of_year,13,13,0.0,41.6,10.87,55.11
MATH-PRECALC,Precalculus,regular,Y05-SEC-016,Precalculus - Synthetic Section 06-16,TCH-003,Teacher 03,Assignment 12,12,end_of_year,13,12,0.0769,45.64,22.69,55.96
MATH-PRECALC,Precalculus,regular,Y05-SEC-017,Precalculus - Synthetic Section 06-17,TCH-004,Teacher 04,Assignment 11,11,beginning_of_year,13,11,0.1538,39.07,20.68,54.77
MATH-PRECALC,Precalculus,regular,Y05-SEC-017,Precalculus - Synthetic Section 06-17,TCH-004,Teacher 04,Assignment 12,12,end_of_year,13,11,0.1538,48.39,32.0,63.65
MATH-PRECALC,Precalculus,regular,Y05-SEC-018,Precalculus - Synthetic Section 06-18,TCH-003,Teacher 03,Assignment 11,11,beginning_of_year,13,12,0.0769,38.48,21.72,58.13
MATH-PRECALC,Precalculus,regular,Y05-SEC-018,Precalculus - Synthetic Section 06-18,TCH-003,Teacher 03,Assignment 12,12,end_of_year,13,12,0.0769,43.49,32.03,51.95
MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,12,11,0.0833,43.96,25.8,53.35
MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,Assignment 14,14,end_of_year,12,10,0.1667,48.1,24.64,64.53
MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,11,11,0.0,35.89,7.88,51.38
MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 14,14,end_of_year,11,11,0.0,42.02,15.15,57.99
MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,11,10,0.0909,39.97,24.09,57.2
MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 14,14,end_of_year,11,11,0.0,44.69,24.39,66.32
MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,11,10,0.0909,42.37,29.98,56.25
MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 14,14,end_of_year,11,10,0.0909,48.92,25.92,63.25
